주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명,주소,전체주소,시도
234-1-000010,동보 및 두진아파트 앞 공영주차장,공영,노상,,경기도 광주시 탄벌동 52-10,35,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.41496839,127.250359,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 탄벌동 52-10,경기도
234-1-000011,다샘장앞 공영주차장,공영,노상,,경기도 광주시 역동 218-3,12,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.4084176,127.2590533,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 역동 218-3,경기도
234-2-000012,경안동 공영주차장,공영,노외,,경기도 광주시 경안동 30-6,109,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,800.0,10.0,300.0,24.0,7000.0,70000.0,신용카드,,광주도시관리공사,031-762-1020,37.40941753,127.2590095,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 경안동 30-6,경기도
234-2-000013,송정동(광주고교 진입로) 공영주차장,공영,노외,,경기도 광주시 송정동 507-6,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.41408142,127.2627961,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 송정동 507-6,경기도
234-2-000014,송정동(현대아파트뒤) 공영주차장,공영,노외,,경기도 광주시 송정동 108-2,16,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.41671885,127.2579775,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 송정동 108-2,경기도
234-2-000015,신촌리 공영주차장,공영,노외,,경기도 광주시 곤지암읍 신촌리 133,46,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.32833752,127.3938366,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 곤지암읍 신촌리 133,경기도
234-2-000016,상번천리 공영주차장,공영,노외,,경기도 광주시 남한산성면 상번천리 836,141,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,500.0,10.0,200.0,24.0,5000.0,50000.0,신용카드,,광주도시관리공사,031-762-1020,37.44814148,127.2624065,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 남한산성면 상번천리 836,경기도
234-2-000017,광주경찰서앞 공영주차장,공영,노외,,경기도 광주시 탄벌동 547-2,8,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.40905119,127.2395952,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 탄벌동 547-2,경기도
234-2-000018,경안시장 공영주차장,공영,노외,,경기도 광주시 경안동 33-37,202,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,800.0,10.0,300.0,24.0,7000.0,70000.0,신용카드,,광주도시관리공사,031-762-1020,37.40879655,127.257694,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 경안동 33-37,경기도
234-2-000019,곤지암배수펌프장 공영주차장,공영,노외,,경기도 광주시 곤지암읍 곤지암리 453-4,26,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,500.0,10.0,200.0,24.0,5000.0,50000.0,신용카드,,광주도시관리공사,031-762-1020,37.35055475,127.3374932,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 곤지암읍 곤지암리 453-4,경기도
234-1-000020,탄탄병원 인근 공영주차장,공영,노상,,경기도 광주시 경안동 33-60,5,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.40962976,127.256929,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 경안동 33-60,경기도
234-2-000021,광지원리 교량 하부 공영주차장,공영,노외,,경기도 광주시 남한산성면 광지원리 184-8,35,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.46440231,127.250235,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 남한산성면 광지원리 184-8,경기도
234-2-000022,경안1지구 공영주차장,공영,노외,,경기도 광주시 경안동 424,15,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.41249394,127.2610466,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 경안동 424,경기도
234-1-000023,도담이 공영주차장,공영,노상,,경기도 광주시 매산동 산156,13,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.35974644,127.2450185,N,2024-10-21,5540000,경기도 광주시,,경기도 광주시 매산동 산156,경기도
234-1-000024,하남21세기자동차학원 앞 공영주차장,공영,노상,,경기도 광주시 송정동 488,29,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0.0,0.0,,,,,,,,광주도시관리공사,031-762-1020,37.43328652,127.2623216,Y,2024-10-21,5540000,경기도 광주시,,경기도 광주시 송정동 488,경기도
112-2-000010,신촌동 제1공영,공영,노외,서울특별시 서대문구 성산로22길 40,서울특별시 서대문구 창천동 70-34,33,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.55912779,126.9343532,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 성산로22길 40,서울특별시
112-2-000011,신촌역동측광장 공영,공영,노외,,서울특별시 서대문구 대현동 121-19,30,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,350.0,5.0,350.0,0.0,0.0,0.0,신용카드,대형버스 기본 2시간 6000원+초과시 1시간마다 1000원 징수,서대문구도시관리공단,02-360-8542,37.559263,126.943231,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 대현동 121-19,서울특별시
112-2-000012,연희동 제1공영,공영,노외,,서울특별시 서대문구 연희동 151-32,24,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.57672649,126.934308,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 연희동 151-32,서울특별시
112-2-000013,연희동 제2공영,공영,노외,,서울특별시 서대문구 연희동 105-8,39,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.57237112,126.9276771,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 연희동 105-8,서울특별시
112-2-000014,연희동 제3공영,공영,노외,,서울특별시 서대문구 연희동 50-3,35,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.56752792,126.9344644,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 연희동 50-3,서울특별시
112-2-000015,연희동 제4공영,공영,노외,서울특별시 서대문구 홍제천로 54-19,서울특별시 서대문구 연희동 522-4,14,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.570801,126.922662,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍제천로 54-19,서울특별시
112-2-000016,연희동 제5공영,공영,노외,서울특별시 서대문구 홍제천로2길 83,서울특별시 서대문구 연희동 522-2,61,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.57101357,126.9229152,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍제천로2길 83,서울특별시
112-2-000017,연희동 제6공영,공영,노외,서울특별시 서대문구 홍연길 16,"서울특별시 서대문구 연희동 706-2,3",43,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.574957,126.927991,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍연길 16,서울특별시
112-1-000001,연희맛로 공영,공영,노상,,서울특별시 서대문구 연희동 131-1,54,2,미시행,평일+토요일+공휴일,10:00,20:00,10:00,20:00,00:00,00:00,혼합,5.0,250.0,5.0,250.0,0.0,0.0,140000.0,현금+신용카드,시간주차 8면+지정주차 43면+일요일+공휴일 무료개방,서대문구도시관리공단,02-360-8542,37.567117,126.929661,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 연희동 131-1,서울특별시
112-1-000002,유진상가/인왕시장 앞 공영,공영,노상,,서울특별시 서대문구 홍제3동 294-4,64,2,미시행,평일+토요일+공휴일,10:00,19:00,10:00,15:00,00:00,00:00,혼합,5.0,250.0,5.0,250.0,0.0,0.0,0.0,현금+신용카드,일요일+공휴일+운영시간 외 무료개방,서대문구도시관리공단,02-360-8542,37.590854,126.942279,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍제3동 294-4,서울특별시
112-2-000018,정원단지 회차 주차시설,공영,노외,,서울특별시 서대문구 홍은2동 265-220,9,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.587733,126.930636,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍은2동 265-220,서울특별시
112-2-000019,충현동 제1공영,공영,노외,서울특별시 서대문구 경기대로 72,서울특별시 서대문구 충정로2가 78-13,63,5,미시행,평일+토요일+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,유료,5.0,150.0,5.0,150.0,0.0,0.0,65000.0,신용카드,거주자우선주차제 병행+19시 이후 출차 시 20000원 부과,서대문구도시관리공단,02-360-8542,37.565118,126.964418,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 경기대로 72,서울특별시
112-2-000020,충현동 제2공영,공영,노외,서울특별시 서대문구 북아현로14길 24,서울특별시 서대문구 북아현동 3-6,38,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.562837,126.9567878,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 북아현로14길 24,서울특별시
112-2-000021,홍연초등학교 공영,공영,노외,서울특별시 서대문구 백련사길 55,서울특별시 서대문구 홍은2동 305,89,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.58211871,126.9306604,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 백련사길 55,서울특별시
112-2-000022,홍은1동 제1공영,공영,노외,서울특별시 서대문구 포방터2길 10,서울특별시 서대문구 홍은1동 9-164,72,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.598662,126.949577,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 포방터2길 10,서울특별시
112-2-000023,홍은1동 제3공영,공영,노외,,서울특별시 서대문구 홍은1동 8-1262,8,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.605768,126.949863,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍은1동 8-1262,서울특별시
112-2-000024,홍은1동 제4공영,공영,노외,서울특별시 서대문구 홍은중앙로 125,서울특별시 서대문구 홍은1동 11-23,98,5,미시행,평일+토요일+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,유료,5.0,65.0,5.0,65.0,0.0,0.0,65000.0,신용카드,거주자우선주차제 병행,서대문구도시관리공단,02-360-8542,37.60152713,126.9491809,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 홍은중앙로 125,서울특별시
112-2-000025,홍은2동 제1공영,공영,노외,서울특별시 서대문구 증가로10길 60-23,서울특별시 서대문구 홍은2동 410-44,29,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.578957,126.925681,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 증가로10길 60-23,서울특별시
112-2-000026,홍은2동 제2공영,공영,노외,서울특별시 서대문구 연희로39나길 25,서울특별시 서대문구 홍은2동 265-170,24,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.58757262,126.9319203,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 연희로39나길 25,서울특별시
163-2-000092,주안8동제2노외주차장,공영,노외,인천광역시 미추홀구 경원대로652번길 19-21(주안동),인천광역시 미추홀구 주안동 1465-13,32,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.44230178,126.6938715,Y,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 경원대로652번길 19-21(주안동),인천광역시
163-2-000093,관교동제1노외주차장,공영,노외,인천광역시 미추홀구 인하로 403(관교동),인천광역시 미추홀구 관교동 321-4,11,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.44731614,126.6929198,,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 인하로 403(관교동),인천광역시
163-2-000094,관교동제2노외주차장,공영,노외,인천광역시 미추홀구 경원대로652번길 19-21(관교동),인천광역시 미추홀구 관교동 495,64,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.44230178,126.6938715,Y,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 경원대로652번길 19-21(관교동),인천광역시
163-2-000095,관교동제3노외주차장,공영,노외,인천광역시 미추홀구 인하로430번길 42(관교동),인천광역시 미추홀구 관교동 486-6,89,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.44423453,126.6933469,Y,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 인하로430번길 42(관교동),인천광역시
112-2-000001,남가좌1동 제2공영,공영,노외,,서울특별시 서대문구 남가좌1동 152-83,32,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.569735,126.916373,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 남가좌1동 152-83,서울특별시
112-2-000002,남가좌2동 제1공영,공영,노외,서울특별시 서대문구 가재울로14길 22,서울특별시 서대문구 남가좌2동 64-8,71,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.57701887,126.9217979,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 가재울로14길 22,서울특별시
112-2-000003,남가좌2동 제2공영,공영,노외,,서울특별시 서대문구 남가좌2동 3-75,95,5,미시행,평일+토요일+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,유료,5.0,150.0,5.0,150.0,0.0,0.0,65000.0,신용카드,거주자우선주차제 병행+19시 이후 출차 시 20000원 부과,서대문구도시관리공단,02-360-8542,37.583036,126.923098,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 남가좌2동 3-75,서울특별시
112-2-000004,미근동 공영,공영,노외,,서울특별시 서대문구 미근동 267-3,27,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.562169,126.9684152,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 미근동 267-3,서울특별시
112-2-000005,북가좌2동 제1공영,공영,노외,,서울특별시 서대문구 북가좌2동 73-16,22,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.578673,126.913443,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 북가좌2동 73-16,서울특별시
112-2-000006,북가좌2동 제2공영,공영,노외,,서울특별시 서대문구 북가좌2동 346-20,9,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.580808,126.908329,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 북가좌2동 346-20,서울특별시
112-2-000007,북성초등학교 공영,공영,노외,,서울특별시 서대문구 북아현동 215,100,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.55963212,126.9518349,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 북아현동 215,서울특별시
112-2-000008,북아현가구단지 공영,공영,노외,,서울특별시 서대문구 북아현동 915,15,2,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,혼합,5.0,250.0,5.0,250.0,0.0,0.0,0.0,현금+신용카드,매주 2번째+4번째 화요일 무료개방+명절 및 운영시간 외 무료개방,서대문구도시관리공단,02-360-8542,37.55829247,126.960347,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 북아현동 915,서울특별시
112-2-000009,북아현동 제2공영,공영,노외,서울특별시 서대문구 북아현로6길 60,서울특별시 서대문구 북아현동 121-1,50,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,이체+신용카드,거주자우선주차제,서대문구도시관리공단,02-360-8542,37.56005012,126.9582929,,2023-08-18,3120000,서울특별시 서대문구,,서울특별시 서대문구 북아현로6길 60,서울특별시
222-1-000016,진접 노상제5,공영,노상,,경기도 남양주시 진접읍 금곡리 1127-16번지(진접택지/신한은행 뒤),58,1,요일제,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30.0,600.0,10.0,300.0,250.0,7000.0,70000.0,"현금,  신용카드","경차 60프로, 장애인 차량 50프로 할인남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",남양주도시공사 주차관리팀,031-560-1212,37.7211805,127.195835,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 진접읍 금곡리 1127-16번지(진접택지/신한은행 뒤),경기도
222-1-000017,금곡 노상제4,공영,노상,경기도 남양주시 홍유릉로248번길 21,경기도 남양주시 금곡동 671(금강아파트 앞),15,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,무료,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,남양주도시공사 주차관리팀,031-560-1212,37.6268483,127.2020851,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 홍유릉로248번길 21,경기도
222-1-000018,지금 노상제2,공영,노상,,경기도 남양주시 가운동 718,24,1,요일제,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30.0,600.0,10.0,300.0,250.0,7000.0,70000.0,현금,"경차 60프로, 장애인 차량 50프로 할인남양주시 주차장조례 별표 1(주차장 감면 사항 참고) 이하 동일 적용",가온,,37.6043362,127.1557468,,2017-04-18,B552094,남양주도시공사,,경기도 남양주시 가운동 718,경기도
108-2-000011,우이동주차장,공영,노외,서울특별시 강북구 삼양로155길 33,서울특별시 강북구 우이동 105-2,82,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,150.0,5.0,150.0,1440.0,10000.0,60000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.65671363,127.0115911,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 삼양로155길 33,서울특별시
108-2-000010,송천동주차장,공영,노외,서울특별시 강북구 숭인로7나길 23,서울특별시 강북구 미아동 439-138,59,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,150.0,5.0,150.0,1440.0,10000.0,60000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.614536,127.025126,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 숭인로7나길 23,서울특별시
108-2-000009,대지시장길주차장,공영,노외,서울특별시 강북구 솔샘로 243-8,서울특별시 강북구 미아동 703-8,47,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,200.0,5.0,200.0,1440.0,10000.0,100000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.620104,127.020227,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 솔샘로 243-8,서울특별시
108-2-000008,송중동주차장,공영,노외,서울특별시 강북구 월계로7길 36,서울특별시 강북구 미아동 48-1,53,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,200.0,5.0,200.0,1440.0,10000.0,100000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.611602,127.033569,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 월계로7길 36,서울특별시
108-2-000007,구세군길주차장,공영,노외,서울특별시 강북구 인수봉로20가길 21,서울특별시 강북구 미아동 791-1364,87,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5.0,150.0,5.0,150.0,1440.0,10000.0,60000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.62607275,127.0134713,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 인수봉로20가길 21,서울특별시
108-2-000006,번2동주차장,공영,노외,서울특별시 강북구 오현로21길 6,서울특별시 강북구 번동 148-140,20,5,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,카드+계좌이체,,강북구도시관리공단,02-944-3025,37.626781,127.0365899,,2024-02-29,B551282,강북구도시관리공단,,서울특별시 강북구 오현로21길 6,서울특별시
163-2-000086,주안6동제4노외주차장,공영,노외,인천광역시 미추홀구 경인로471번길 20(주안동),인천광역시 미추홀구 주안동 924-25,43,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,600.0,15.0,300.0,,6000.0,60000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4597024,126.6916664,Y,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 경인로471번길 20(주안동),인천광역시
163-2-000087,주안7동제1노외주차장,공영,노외,인천광역시 미추홀구 신기길30번길 32(주안동),인천광역시 미추홀구 주안동 854-45,33,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4468763,126.6748313,Y,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 신기길30번길 32(주안동),인천광역시
163-2-000088,주안7동제2노외주차장,공영,노외,인천광역시 미추홀구 인하로248번길 55(주안동),인천광역시 미추홀구 주안동 1336-30,13,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.44570947,126.6756458,,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 인하로248번길 55(주안동),인천광역시
163-2-000089,주안7동제3노외주차장,공영,노외,인천광역시 미추홀구 미추홀대로 547(주안동),인천광역시 미추홀구 주안동 1271-8,142,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,600.0,15.0,300.0,,6000.0,60000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.4462646,126.6786446,Y,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 미추홀대로 547(주안동),인천광역시
163-2-000090,주안7동제5노외주차장,공영,노외,인천광역시 미추홀구 미추홀대로 547(주안동),인천광역시 미추홀구 주안동 1434-6,17,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30.0,400.0,15.0,200.0,,4000.0,40000.0,카드,무인정산기,인천광역시 미추홀구 시설관리공단,032-891-6091,37.44621554,126.6786452,,2024-11-06,B553949,인천광역시미추홀구시설관리공단,,인천광역시 미추홀구 미추홀대로 547(주안동),인천광역시
